date,returns,equity
2017-12-27,-0.008849999999998002,145975.63487286336
2017-12-28,0.006399999999998742,144683.75050423882
2017-12-29,0.0029499999999994674,145609.7265074658
2018-01-02,-0.0028499999999994936,146039.27520066276
2018-01-03,-0.0006499999999999755,145623.06326634093
2018-01-04,-0.0022499999999999166,145528.40827521784
2018-01-05,-0.0008499999999999694,145200.96935659862
2018-01-08,-0.002599999999999904,145077.5485326455
2018-01-09,-0.0035999999999998685,144700.34690646065
2018-01-10,0.004149999999999846,144179.4256575974
2018-01-11,-0.0009499999999999616,144777.7702740764
2018-01-12,-0.004549999999999815,144640.23139231603
2018-01-16,0.0009499999999999058,143982.118339481
2018-01-17,0.0009499999999999744,144118.9013519035
2018-01-18,-0.0006500000000000159,144255.8143081878
2018-01-19,0.0014999999999999536,144162.04802888748
2018-01-22,4.999999999997357e-05,144378.29110093083
2018-01-23,0.010699999999999616,144385.51001548587
2018-01-24,-0.002499999999999873,145930.43497265154
2018-01-25,-0.0010499999999999546,145565.60888521993
2018-01-26,0.011249999999999512,145412.76499589047
2018-01-29,-0.0037499999999998385,147048.65860209416
2018-01-30,-0.006099999999999768,146497.22613233633
2018-01-31,0.0005499999999999949,145603.59305292912
2018-02-01,-0.014449999999999467,145683.67502910824
2018-02-02,-0.0018999999999999313,143578.5459249377
2018-02-05,-0.011499999999999587,143305.74668768034
2018-02-06,0.013199999999999493,141657.73060077208
2018-02-07,-0.0072499999999997775,143527.6126447022
2018-02-08,0.03099999999999873,142487.03745302814
2018-02-09,0.004449999999999835,146904.13561407186
2018-02-12,-0.008999999999999668,147557.85901755447
2018-02-13,-0.002799999999999884,146229.83828639652
2018-02-14,0.040299999999998476,145820.39473919463
2018-02-15,0.010849999999999619,151696.95664718395
2018-02-16,-0.009049999999999671,153342.86862680584
2018-02-20,0.021399999999999232,151955.1156657333
2018-02-21,0.0016999999999999448,155206.95514097987
2018-02-22,-0.004249999999999854,155470.80696471955
2018-02-23,-0.009999999999999632,154810.05603511952
2018-02-26,-0.004799999999999825,153261.95547476836
2018-02-27,-0.0245499999999991,152526.2980884895
2018-02-28,-0.014549999999999483,148781.77747041723
2018-03-01,0.008299999999999691,146617.00260822274
2018-03-02,0.01784999999999935,147833.92372987096
2018-03-05,-0.0005499999999999575,150472.75926844904
2018-03-06,-0.008299999999999688,150389.9992508514
2018-03-07,0.0002499999999999823,149141.76225706938
2018-03-08,0.0005499999999999838,149179.04769763365
2018-03-09,0.017899999999999337,149261.09617386735
2018-03-12,0.009999999999999645,151932.8697953795
2018-03-13,-0.0016499999999999384,153452.1984933332
2018-03-14,-0.0020499999999999186,153199.00236581924
2018-03-15,-0.006349999999999773,152884.94441096933
2018-03-16,-0.003199999999999875,151914.1250139597
2018-03-19,0.0036999999999998514,151427.99981391506
2018-03-20,0.010849999999999605,151988.2834132265
2018-03-21,0.011449999999999443,153637.35628825997
2018-03-22,-0.012649999999999483,155396.50401776045
2018-03-23,-0.013449999999999494,153430.73824193588
2018-03-26,0.002699999999999892,151367.09481258193
2018-03-27,0.011699999999999567,151775.7859685759
2018-03-28,0.0016499999999999497,153551.56266440818
2018-03-29,0.0012999999999999514,153804.92274280445
2018-04-02,0.0031999999999998844,154004.86914237007
2018-04-03,0.001449999999999944,154497.68472362563
2018-04-04,-0.0029499999999998932,154721.7063664749
2018-04-05,-0.008749999999999999,154265.2773326938
2018-04-06,-0.00175,152915.45615603274
2018-04-09,0.0,152647.8541077597
2018-04-10,0.017400000000000002,152647.8541077597
2018-04-11,0.00665,155303.92676923473
2018-04-12,-0.00425,156336.69788225016
2018-04-13,0.007250000000000001,155672.2669162506
2018-04-16,0.005,156800.89085139343
2018-04-17,0.01605,157584.89530565037
2018-04-18,-0.00875,160114.13287530604
2018-04-19,0.0035499999999999998,158713.1342126471
2018-04-20,0.0069,159276.565839102
2018-04-23,-0.007599999999999999,160375.57414339177
2018-04-24,0.0018000000000000002,159156.719779902
2018-04-25,-0.005,159443.20187550582
2018-04-26,-0.0039000000000000003,158645.9858661283
2018-04-27,-4.999999999999997e-05,158027.2665212504
2018-04-30,-0.0012499999999999994,158019.36515792433
2018-05-01,0.011000000000000001,157821.84095147692
2018-05-02,0.01805,159557.88120194315
2018-05-03,-0.0006,162437.9009576382
2018-05-04,0.0027,162340.4382170636
2018-05-07,-0.0055000000000000005,162778.75740024965
2018-05-08,0.009649999999999999,161883.47423454828
2018-05-09,-0.00505,163445.64976091165
2018-05-10,0.004699999999999999,162620.24922961905
2018-05-11,-0.00215,163384.56440099824
2018-05-14,0.00685,163033.2875875361
2018-05-15,0.00155,164150.0656075107
2018-05-16,-0.004699999999999999,164404.49820920234
2018-05-17,0.005350000000000001,163631.79706761907
2018-05-18,0.00715,164507.22718193082
2018-05-21,0.006050000000000001,165683.45385628162
2018-05-22,0.011800000000000001,166685.83875211215
2018-05-23,-0.0041,168652.73164938707
2018-05-24,-0.0051,167961.2554496246
2018-05-25,0.003150000000000001,167104.6530468315
2018-05-29,0.003,167631.032703929
2018-05-30,0.00695,168133.92580204076
2018-05-31,0.005849999999999999,169302.45658636495
2018-06-01,0.0036000000000000003,170292.87595739515
2018-06-04,-0.0021999999999999997,170905.9303108418
2018-06-05,0.00485,170529.93726415795
2018-06-06,0.0033499999999999997,171357.00745988914
2018-06-07,-0.004,171931.05343487975
2018-06-08,0.0036999999999999997,171243.32922114024
2018-06-11,0.0056,171876.92953925848
2018-06-12,-0.0017000000000000001,172839.44034467833
2018-06-13,0.00435,172545.61329609237
2018-06-14,0.00295,173296.1867139304
2018-06-15,0.0036000000000000003,173807.4104647365
2018-06-18,0.003,174433.11714240955
2018-06-19,-0.0018,174956.41649383676
2018-06-20,0.0014,174641.49494414785
2018-06-21,-0.0044,174885.99303706968
2018-06-22,-0.0023,174116.49466770657
2018-06-25,0.0002000000000000001,173716.02672997085
2018-06-26,0.004,173750.76993531684
2018-06-27,-0.00245,174445.7730150581
2018-06-28,0.0034500000000000004,174018.38087117122
2018-06-29,-0.0026499999999999996,174618.74428517674
2018-07-02,0.0042499999999999994,174156.004612821
2018-07-03,-0.0021,174896.16763242552
2018-07-05,0.013491586633864832,174528.88568039742
2018-07-06,-0.0012836534645406742,176883.55726166637
2018-07-09,-0.0014847181748996953,176656.50007056716
2018-07-10,-0.0020194363497993903,176394.21495419822
2018-07-11,-2.4759901594494332e-05,176037.9980646254
2018-07-12,-0.0018530898143400642,176033.63938111643
2018-07-13,-0.002336847595617737,175707.43323699807
2018-07-16,0.0005879123059767575,175296.83174410602
2018-07-17,0.006058413366135169,175399.8909086871
2018-07-18,-0.0014127765243082502,176462.53595218697
2018-07-19,0.0185153861418373,176213.2338239738
2018-07-20,-0.004637327792428749,179475.88989152652
2018-07-23,-0.0040425470274868544,178643.60135926167
2018-07-24,0.0026884968195248263,177921.42619960723
2018-07-25,-0.003036263082069727,178399.7673880702
2018-07-26,0.00312832991274557,177858.09876049997
2018-07-27,-0.0040733193111616006,178414.4975710765
2018-07-30,-0.0009616074972122311,177687.75835272903
2018-07-31,-0.0009079331693241572,177516.8924721342
2018-08-01,0.005588392502787769,177355.7189973434
2018-08-02,0.00040319413107706246,178346.8523677147
2018-08-03,0.0010414823171278336,178418.76077188543
2018-08-06,0.004000480196811011,178604.5807562732
2018-08-07,-0.0038957411585639166,179319.0848446484
2018-08-08,-0.0007121920107602402,178620.5041053031
2018-08-09,0.001654154524699085,178493.29200932133
2018-08-10,0.002986743278880739,178788.547495927
2018-08-13,-0.0040862630820697275,179322.5429885013
2018-08-14,-0.005508413366135168,178589.78390130453
2018-08-15,0.001121565770517432,177606.0375486074
2018-08-16,-0.000805219235058106,177805.23440095916
2018-08-17,0.000673110677687464,177662.0622061255
2018-08-20,-0.008662985157782603,177781.6484372164
2018-08-21,-0.00010569943186911762,176241.52865547867
2018-08-22,-0.003247181748996951,176222.90002602804
2018-08-23,-0.005984237978088683,175650.6722413082
2018-08-24,0.0028646973115522955,174599.53681760497
2018-08-27,-0.0106099582733052,175099.71164132463
2018-08-28,0.0042145929948152975,173241.9110071424
2018-08-29,0.006722630480876453,173972.0551516815
2018-08-30,0.008434237978088684,175141.6049924649
2018-08-31,-0.0003289144262935797,176618.79096883576
2018-09-04,-0.0019851983717107066,176560.69850053158
2018-09-05,-0.008215177508363307,176210.19048936022
2018-09-06,0.011514321431478406,174762.59249570762
2018-09-07,0.004465281825100305,176774.86515990167
2018-09-10,-0.006132588754181674,177564.21475243475
2018-09-11,0.0030916909506019607,176475.28644589888
2018-09-12,-0.005544676448204874,177020.89349200856
2018-09-13,0.0027699165466104018,176039.36991302323
2018-09-14,-0.007952609617529053,176526.98427660018
2018-09-17,-0.002982588754181653,175123.1340836887
2018-09-18,0.002444196251393884,174600.81379337364
2018-09-19,8.732779242874746e-05,175027.57244793774
2018-09-20,-0.0011911064370538202,175042.85721945378
2018-09-21,-0.00028519837171070645,174834.36254545941
2018-09-24,0.00548945721314679,174784.50006994238
2018-09-25,-0.0008836534645406742,175743.97210459757
2018-09-26,-0.00547050106015841,175588.6753347752
2018-09-27,-0.0007321085573706422,174628.1173002045
2018-09-28,0.008812672207571252,174500.2705611715
2018-10-01,0.009512567890834253,176038.0842457596
2018-10-02,0.006602025103981044,177712.65847351978
2018-10-03,0.004114517584363326,178885.9219060572
2018-10-04,0.002523110416313929,179621.9511773347
2018-10-05,0.0048768895836860705,180075.15719334886
2018-10-08,4.536050025397084e-05,180953.36385174576
2018-10-09,-0.006603866249788358,180961.5719868527
2018-10-10,8.505749534387587e-06,179766.5259691001
2018-10-11,0.0005722500839400414,179768.0550181447
2018-10-12,0.000638401250634928,179870.92730271857
2018-10-15,-0.004578436083601413,179985.7571276615
2018-10-16,-0.003248453500084657,179161.70384269388
2018-10-17,0.005673796583855385,178579.70537876495
2018-10-18,-0.0038815290834321,179592.93030108887
2018-10-19,0.007481616165848317,178895.8351189464
2018-10-22,0.0014039533322045745,180234.26509097524
2018-10-23,0.010708418667118169,180487.30558802714
2018-10-24,0.0019722500839400407,182420.03922036383
2018-10-25,0.005535221168388026,182779.81715802854
2018-10-26,-0.0004907210005079415,183791.54387111578
2018-10-29,0.002971563916398586,183701.35350082244
2018-10-30,0.0010784360836014134,184247.23381427905
2018-10-31,-0.00532688958368607,184445.9326795281
2018-11-01,-0.008011511666948856,183463.40956198427
2018-11-02,-0.0007952734178377544,181993.5903158202
2018-11-05,0.007367610584194011,181848.85565122517
2018-11-06,0.0001384883330511435,183188.6472048447
2018-11-07,0.0030069592496190433,183214.01669522998
2018-11-08,0.005146133750211643,183764.93377739156
2018-11-09,0.0018954475826701877,184710.6127052088
2018-11-12,0.013599226750042328,185060.7219895544
2018-11-13,0.009099226750042329,187577.40471041691
2018-11-14,0.0038285231660176305,189284.21404906144
2018-11-15,0.006336168583178129,190008.8930475097
2018-11-16,-0.001586854750719584,191212.8214261618
2018-11-19,-0.0014376280006772554,190909.3944520832
2018-11-20,-0.002291407168049396,190634.93776102652
2018-11-21,-0.0033730233338977126,190198.11549816024
2018-11-23,-0.00935815741986952,189556.5728165216
2018-11-26,-0.03815472658216225,187782.67256813362
2018-11-27,0.04115077324995767,180617.87603942878
2018-11-28,0.006283761750888898,188050.44130121628
2018-11-29,0.003790034832966487,189232.10547150264
2018-11-30,-0.009980407503809564,189949.30174275523
2018-12-03,-0.006498540582500874,188053.53030629843
2018-12-04,-0.002431180753767234,186831.4568079204
2018-12-06,0.0018152908343209975,186377.23576593067
2018-12-07,-0.005119930334067027,186715.56465374265
2018-12-10,-0.008477575751227526,185759.5939704295
2018-12-11,0.008503692084955924,184184.8029410279
2018-12-12,-0.012066837334236339,185751.0537919667
2018-12-13,-0.0028302438307654053,183509.62604119605
2018-12-14,0.005154726582162245,182990.2490542069
2018-12-17,0.028787715083093468,183933.51375528314
2018-12-18,0.00024149425046561318,189228.5393435025
2018-12-19,-0.0034428665855485243,189274.23694777794
2018-12-20,-0.009726203416144616,188622.59100188524
2018-12-21,-0.00919536050025397,186788.00931292065
2018-12-24,0.00910059908512524,185070.42623016355
2018-12-26,-0.016631354918599666,186754.6779817975
2018-12-27,-0.002695959585379208,183648.69464957342
2018-12-28,-0.011022075919107609,183153.58519089053
2018-12-31,-0.0026346220832627856,181134.8524700598
2019-01-02,-0.004244326003047651,180657.63058769362
2019-01-03,0.0023154649991534307,179890.8607085413
2019-01-04,0.02044999999999944,180307.39170017952
2019-01-07,0.002599999999999959,183994.67786044808
2019-01-08,0.00609999999999983,184473.06402288523
2019-01-09,0.009299999999999775,185598.34971342477
2019-01-10,0.011199999999999738,187324.41436575959
2019-01-11,-0.00034999999999999127,189422.44780665604
2019-01-14,0.004599999999999929,189356.1499499237
2019-01-15,0.02129999999999957,190227.18823969335
2019-01-16,0.01829999999999964,194279.02734919876
2019-01-17,0.012949999999999738,197834.333549689
2019-01-18,0.0010499999999999839,200396.28816915743
2019-01-22,0.002799999999999934,200606.70427173504
2019-01-23,-0.0023999999999999464,201168.40304369587
2019-01-24,-0.007499999999999845,200685.598876391
2019-01-25,0.00794999999999981,199180.45688481812
2019-01-28,0.0029499999999999444,200763.94151705242
2019-01-29,0.010899999999999776,201356.1951445277
2019-01-30,-0.002299999999999869,203550.977671603
2019-01-31,-0.01054999999999974,203082.81042295834
2019-02-01,-0.00839999999999984,200940.2867729962
2019-02-04,0.0037999999999999154,199252.38836410304
2019-02-05,0.011549999999999755,200009.54743988664
2019-02-06,-0.007599999999999844,202319.65771281728
2019-02-07,-0.0011499999999999748,200782.0283141999
2019-02-08,0.015749999999999643,200551.12898163858
2019-02-11,0.013849999999999585,203709.80926309933
2019-02-12,0.004349999999999967,206531.19012139319
2019-02-13,0.007549999999999835,207429.60079842125
2019-02-14,0.00909999999999973,208995.69428444927
2019-02-15,-0.006199999999999752,210897.5551024377
2019-02-19,-0.005599999999999876,209589.99026080265
2019-02-20,0.0004999999999999907,208416.28631534218
2019-02-21,0.007349999999999857,208520.49445849983
2019-02-22,0.00034999999999999094,210053.12009276976
2019-02-25,0.010349999999999719,210126.63868480225
2019-02-26,-0.017649999999999492,212301.44939518988
2019-02-27,0.005899999999999795,208554.32881336487
2019-02-28,0.009849999999999718,209784.7993533637
2019-03-01,0.00994999999999975,211851.17962699427
2019-03-04,-0.0007999999999999362,213959.0988642828
2019-03-05,0.007749999999999759,213787.9315851914
2019-03-06,0.011999999999999626,215444.78805497658
2019-03-07,0.011949999999999631,218030.1255116362
2019-03-08,0.0069499999999998565,220635.5855115002
2019-03-11,0.008949999999999821,222169.00283080508
2019-03-12,-0.00404999999999991,224157.41540614073
2019-03-13,-4.999999999999449e-05,223249.57787374587
2019-03-14,-0.0019499999999999544,223238.4153948522
2019-03-15,-0.005399999999999886,222803.10048483225
2019-03-18,0.004699999999999888,221599.9637422142
2019-03-19,-0.0038499999999999195,222641.4835718026
2019-03-20,-0.0019499999999999583,221784.31386005116
2019-03-21,0.00034999999999999203,221351.83444802405
2019-03-22,0.009249999999999725,221429.30759008086
2019-03-25,0.009099999999999766,223477.52868528906
2019-03-26,0.003999999999999867,225511.17419632513
2019-03-27,0.012349999999999627,226413.21889311037
2019-03-28,0.006299999999999831,229209.4221464402
2019-03-29,-0.016999999999999495,230653.44150596272
2019-04-01,-0.011749999999999629,226732.33300036148
2019-04-02,-0.005699999999999885,224068.22808760733
2019-04-03,0.00025000000000000586,222791.039187508
2019-04-04,0.0014999999999999783,222846.7369473049
2019-04-05,0.007449999999999926,223181.00705272585
2019-04-08,-0.002249999999999971,224843.70555526865
2019-04-09,0.002149999999999979,224337.8072177693
2019-04-10,0.010049999999999913,224820.13350328748
2019-04-11,0.009699999999999919,227079.5758449955
2019-04-12,0.005999999999999956,229282.24773069192
2019-04-15,0.009599999999999916,230657.94121707606
2019-04-16,0.008099999999999934,232872.25745275995
2019-04-17,0.0006999999999999723,234758.5227381273
2019-04-18,0.004549999999999971,234922.85370404398
2019-04-22,0.0035999999999999826,235991.7526883974
2019-04-23,-0.0038999999999999283,236841.32299807563
2019-04-24,0.0019999999999999497,235917.64183838316
2019-04-25,0.007249999999999878,236389.47712205994
