date,returns,equity
2017-01-03,-0.01185,100000.0
2017-01-04,0.008,98815.0
2017-01-05,0.007649999999999999,99605.52
2017-01-06,0.0081,100367.502228
2017-01-09,-5.000000000000002e-05,101180.4789960468
2017-01-10,0.0057,101175.419972097
2017-01-11,0.0086,101752.11986593796
2017-01-12,-0.0069,102627.18809678502
2017-01-13,-0.008799999999999999,101919.0604989172
2017-01-17,-0.004199999999999999,101022.17276652672
2017-01-18,0.01925,100597.87964090731
2017-01-19,-0.014849999999999999,102534.38882399477
2017-01-20,-0.0076,101011.75314995844
2017-01-23,0.0107,100244.06382601876
2017-01-24,0.011200000000000002,101316.67530895714
2017-01-25,-0.007949999999999999,102451.42207241747
2017-01-26,-0.00019999999999999966,101636.93326694175
2017-01-27,0.0197,101616.60588028836
2017-01-30,0.00745,103618.45301613005
2017-01-31,0.0027,104390.41049110022
2017-02-01,0.0044,104672.26459942618
2017-02-02,0.01965,105132.82256366365
2017-02-03,-0.00825,107198.68252703964
2017-02-06,-0.0003999999999999993,106314.29339619156
2017-02-07,-0.0056500000000000005,106271.76767883309
2017-02-08,-0.0085,105671.33219144767
2017-02-09,0.0074,104773.12586782037
2017-02-10,0.00515,105548.44699924225
2017-02-13,0.008499999999999999,106092.02150128836
2017-02-14,-0.01265,106993.8036840493
2017-02-15,-0.003,105640.33206744607
2017-02-16,0.00495,105323.41107124373
2017-02-17,0.01145,105844.76195604638
2017-02-21,0.0027,107056.6844804431
2017-02-22,-0.0009000000000000002,107345.7375285403
2017-02-23,-0.009799999999999998,107249.12636476461
2017-02-24,0.0002999999999999999,106198.08492638991
2017-02-27,-0.017099999999999997,106229.94435186783
2017-02-28,0.00885,104413.4123034509
2017-03-01,0.00705,105337.47100233645
2017-03-02,0.0007999999999999999,106080.10017290292
2017-03-03,0.010350000000000002,106164.96425304124
2017-03-06,0.0015,107263.77163306023
2017-03-07,0.01295,107424.66729050982
2017-03-08,0.005300000000000001,108815.81673192192
2017-03-09,0.002,109392.54056060112
2017-03-10,0.01025,109611.32564172232
2017-03-13,-0.0123,110734.84172954998
2017-03-14,0.012750000000000001,109372.80317627652
2017-03-15,-0.013000000000000001,110767.30641677405
2017-03-16,-0.0071,109327.33143335598
2017-03-17,-0.0027000000000000006,108551.10738017915
2017-03-20,0.00875,108258.01939025267
2017-03-21,0.0031000000000000003,109205.27705991738
2017-03-22,-0.0121,109543.81341880314
2017-03-23,-0.0005000000000000004,108218.33327643562
2017-03-24,0.007300000000000001,108164.2241097974
2017-03-27,-0.02325,108953.82294579894
2017-03-28,-0.00605,106420.6465623091
2017-03-29,-0.0057,105776.80165060713
2017-03-30,0.0029999999999999996,105173.87388119867
2017-03-31,0.020499999999999997,105489.39550284225
2017-04-03,-0.0020999999999999994,107651.92811065051
2017-04-04,0.015299999999998825,107425.85906161815
2017-04-05,-0.01744999999999867,109069.47470526077
2017-04-06,0.002649999999999782,107166.21237165412
2017-04-07,-0.02254999999999828,107450.20283443898
2017-04-10,-0.009949999999999234,105027.20076052257
2017-04-11,0.01389999999999893,103982.18011295545
2017-04-12,0.015649999999998797,105427.53241652541
2017-04-13,-0.0025499999999998068,107077.4732988439
2017-04-17,0.0013999999999998948,106804.42574193187
2017-04-18,0.010299999999999199,106953.95193797056
2017-04-19,-0.005749999999999559,108055.57764293156
2017-04-20,0.007299999999999433,107434.25807148474
2017-04-21,0.013149999999998985,108218.52815540651
2017-04-24,0.019499999999998494,109641.60180065
2017-04-25,-0.004949999999999616,111779.61303576251
2017-04-26,-0.0043999999999996585,111226.30395123553
2017-04-27,0.0014499999999998893,110736.90821385014
2017-04-28,0.020349999999998432,110897.47673076022
2017-05-01,0.006449999999999503,113154.24038223103
2017-05-02,-0.000999999999999925,113884.08523269635
2017-05-03,-0.00039999999999996885,113770.20114746367
2017-05-04,0.0017499999999998662,113724.69306700469
2017-05-05,0.004899999999999622,113923.71127987193
2017-05-08,0.007349999999999431,114481.93746514327
2017-05-09,-0.0003499999999999719,115323.37970551202
2017-05-10,-0.0009499999999999277,115283.0165226151
2017-05-11,0.001149999999999912,115173.49765691863
2017-05-12,0.0021999999999998306,115305.94717922408
2017-05-15,0.000949999999999927,115559.62026301834
2017-05-16,-0.0015999999999998804,115669.4019022682
2017-05-17,0.0026499999999997957,115484.33085922459
2017-05-18,0.002749999999999788,115790.36433600151
2017-05-19,0.0008499999999999346,116108.7878379255
2017-05-22,-0.0021499999999998404,116207.48030758774
2017-05-23,0.010499999999999215,115957.63422492644
2017-05-24,0.005999999999999553,117175.18938428808
2017-05-25,0.0014999999999998842,117878.24052059375
2017-05-26,-0.002149999999999834,118055.05788137463
2017-05-30,-0.0023999999999998146,117801.23950692969
2017-05-31,0.0018999999999998534,117518.51653211308
2017-06-01,-0.0006499999999999503,117741.80171352407
2017-06-02,-0.0002999999999999765,117665.26954241029
2017-06-05,0.0025499999999998033,117629.96996154757
2017-06-06,0.0012999999999998998,117929.92638494949
2017-06-07,-0.0008499999999999347,118083.2352892499
2017-06-08,0.006499999999999498,117982.86453925405
2017-06-09,-0.0016499999999998725,118749.75315875914
2017-06-12,-0.0030499999999997647,118553.8160660472
2017-06-13,0.0031999999999997525,118192.22692704579
2017-06-14,0.0026999999999997915,118570.44205321229
2017-06-15,0.0007999999999999383,118890.58224675593
2017-06-16,-0.001749999999999865,118985.69471255333
2017-06-19,0.0003499999999999747,118777.46974680637
2017-06-20,-0.0013499999999999014,118819.04186121776
2017-06-21,0.007899999999999397,118658.63615470513
2017-06-22,0.0073999999999994365,119596.03938032723
2017-06-23,0.003699999999999715,120481.05007174159
2017-06-26,0.0019999999999998457,120926.82995700701
2017-06-27,-0.0017499999999998645,121168.683616921
2017-06-28,-0.0012499999999999035,120956.6384205914
2017-06-29,0.0068999999999994665,120805.44262256566
2017-06-30,-0.0009999999999999233,121639.0001766613
2017-07-03,-0.0004999999999999614,121517.36117648466
2017-07-05,9.999999999999994e-05,121456.60249589643
2017-07-06,-0.0018999999999999998,121468.74815614602
2017-07-07,-0.0045,121237.95753464934
2017-07-10,0.003,120692.38672574342
2017-07-11,-0.004,121054.46388592063
2017-07-12,0.01035,120570.24603037695
2017-07-13,-0.00045,121818.14807679136
2017-07-14,0.0027,121763.32991015681
2017-07-17,0.0035499999999999993,122092.09090091422
2017-07-18,0.0036,122525.51782361246
2017-07-19,-0.0033499999999999997,122966.60968777747
2017-07-20,-0.0059,122554.67154532342
2017-07-21,-0.0010000000000000009,121831.59898320601
2017-07-24,-0.00235,121709.76738422281
2017-07-25,0.00035,121423.7494308699
2017-07-26,-0.0054,121466.24774317071
2017-07-27,5.0000000000000565e-05,120810.3300053576
2017-07-28,-0.0031500000000000005,120816.37052185787
2017-07-31,0.0009499999999999999,120435.79895471402
2017-08-01,-0.0021999999999999997,120550.212963721
2017-08-02,0.00039999999999999996,120285.00249520082
2017-08-03,0.0013499999999999999,120333.1164961989
2017-08-04,-0.0027,120495.56620346876
2017-08-07,-0.0078000000000000005,120170.22817471939
2017-08-08,0.007349999999999999,119232.90039495658
2017-08-09,-0.0125,120109.26221285951
2017-08-10,0.0024500000000000004,118607.89643519877
2017-08-11,0.0106,118898.48578146502
2017-08-14,-0.0036500000000000005,120158.80973074854
2017-08-15,0.005049999999999999,119720.2300752313
2017-08-16,0.011649999999999999,120324.81723711122
2017-08-17,-0.00205,121726.60135792356
2017-08-18,0.01695,121477.06182513981
2017-08-21,0.0174,123536.09802307593
2017-08-22,0.027999999999999997,125685.62612867747
2017-08-23,-0.0006499999999999995,129204.82366028044
2017-08-24,0.016900000000000002,129120.84052490126
2017-08-25,-0.0047,131302.98272977208
2017-08-28,-0.0026,130685.85871094215
2017-08-29,0.0072,130346.0754782937
2017-08-30,-0.0024999999999999996,131284.56722173744
2017-08-31,0.00025,130956.3558036831
2017-09-01,0.00010000000000000002,130989.09489263402
2017-09-05,-0.003,131002.19380212328
2017-09-06,-0.0008000000000000001,130609.1872207169
2017-09-07,-0.006600000000000001,130504.69987094033
2017-09-08,0.0029,129643.36885179211
2017-09-11,0.00795,130019.3346214623
2017-09-12,-0.0009500000000000003,131052.98833170292
2017-09-13,-0.01045,130928.48799278779
2017-09-14,0.00165,129560.28529326316
2017-09-15,0.0036,129774.05976399704
2017-09-18,-0.010000000000000002,130241.24637914743
2017-09-19,-0.00715,128938.83391535595
2017-09-20,0.01285,128016.92125286115
2017-09-21,-0.0014500000000000001,129661.93869096042
2017-09-22,0.01055,129473.92887985853
2017-09-25,-0.006149999999999999,130839.87882954105
2017-09-26,-0.00215,130035.21357473938
2017-09-27,0.0136,129755.63786555368
2017-09-28,0.0072,131520.31454052523
2017-09-29,-0.0024500000000000004,132467.26080521703
2017-10-02,0.016849999999999997,132142.71601624426
2017-10-03,-0.010449999999997997,134369.32078111797
2017-10-04,0.00719999999999881,132965.16137895556
2017-10-05,0.008249999999998571,133922.51054088387
2017-10-06,0.0014999999999997407,135027.37125284597
2017-10-09,0.013149999999997736,135229.91230972522
2017-10-10,-5.0000000000046535e-05,137008.1856565978
2017-10-11,0.005549999999998992,137001.33524731497
2017-10-12,0.0029499999999994505,137761.69265793744
2017-10-13,-0.00829999999999852,138168.08965127828
2017-10-16,0.004349999999999211,137021.29450717286
2017-10-17,0.011299999999997984,137617.33713827896
2017-10-18,-0.0065999999999987995,139172.41304794126
2017-10-19,-0.00029999999999996685,138253.875121825
2017-10-20,-0.00419999999999923,138212.39895928846
2017-10-23,-0.00599999999999894,137631.90688365957
2017-10-24,0.0017999999999997462,136806.11544235775
2017-10-25,0.003699999999999343,137052.36645015396
2017-10-26,0.004749999999999116,137559.46020601943
2017-10-27,0.0011999999999997581,138212.8676419979
2017-10-30,-0.00949999999999835,138378.72308316827
2017-10-31,-0.0022499999999996798,137064.1252138784
2017-11-01,0.006849999999998723,136755.7309321472
2017-11-02,0.0051499999999989315,137692.50768903224
2017-11-03,0.0005499999999998659,138401.6241036306
2017-11-06,0.016199999999996585,138477.74499688757
2017-11-07,0.001299999999999904,140721.0844658367
2017-11-08,-0.002349999999999421,140904.02187564227
2017-11-09,0.001149999999999801,140572.8974242346
2017-11-10,-0.0035499999999993414,140734.55625627245
2017-11-13,0.0002499999999998518,140234.94858156278
2017-11-14,0.0055499999999989915,140270.00731870814
2017-11-15,-0.008249999999998293,141048.50585932683
2017-11-16,-0.003599999999999282,139884.85568598763
2017-11-17,-0.004249999999998976,139381.27020551817
2017-11-20,0.004549999999999203,138788.89980714486
2017-11-21,0.009649999999997065,139420.38930126725
2017-11-22,0.006749999999998002,140765.79605802408
2017-11-24,0.0018999999999997654,141715.96518141546
2017-11-27,0.001949999999999764,141985.22551526013
2017-11-28,0.0053999999999988,142262.09670501485
2017-11-29,-0.009699999999997997,143030.31202722175
2017-11-30,0.00029999999999989866,141642.91800055798
2017-12-01,-0.002149999999999579,141685.41087595816
2017-12-04,0.0024499999999996226,141380.7872425749
2017-12-05,0.0043999999999990635,141727.17017131916
2017-12-06,2.6920739942815075e-16,142350.76972007283
2017-12-07,0.0019499999999997527,142350.76972007286
2017-12-08,-0.0031499999999993816,142628.35372102694
2017-12-11,-0.0023499999999996115,142179.0744068058
2017-12-12,0.00019999999999974812,141844.95358194987
2017-12-13,0.0009999999999996934,141873.32257266622
2017-12-14,-0.0037499999999994534,142015.19589523884
2017-12-15,0.008499999999998308,141482.63891063177
2017-12-18,0.0013499999999999224,142685.2413413719
2017-12-19,-0.003399999999999353,142877.86641718275
2017-12-20,0.00344999999999953,142392.08167136443
2017-12-21,0.006499999999998838,142883.33435313057
2017-12-22,0.010949999999997911,143812.07602642576
2017-12-26,0.004049999999999347,145386.81825891483
